position,wealth,category,full_name,age,country_of_residence,city_of_residence,source,citizenship,organization,gender,birth_date,last_name,first_name,title,residence_state,residence_region,birth_year,birth_month,birth_day,cpi_country,cpi_change_country,gdp_country,g_tertiary_ed_enroll,g_primary_ed_enroll,life_expectancy,tax_revenue,tax_rate,country_pop,country_lat,country_long,continent
818,3500,Finance & Investments,Scott Shleifer,45,United States,New York,Private equity,United States,Tiger Global Management,M,1977-06-14,Shleifer,Scott,Investor,New York,Northeast,1977,6,14,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
818,3500,Technology,Thomas Siebel,70,United States,Woodside,Business software,United States,Unknown,M,1952-11-22,Siebel,Thomas,Unknown,California,West,1952,11,22,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
818,3500,Manufacturing,Wim van der Leegte & family,75,Netherlands,Eindhoven,Manufacturing,Netherlands,Unknown,M,1947-08-23,van der Leegte,Wim,Unknown,No subdivisions info,No subdivisions info,1947,8,23,115.91,2.6,909070395161,85.0,104.2,81.8,23.0,41.2,17332850,52.132633,5.291266,Europe
818,3500,Diversified,Xiao Yongming & family,58,China,Beijing,Fertilizer,China,Unknown,M,1964-07-01,Xiao,Yongming,Unknown,No subdivisions info,No subdivisions info,1964,7,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
818,3500,Technology,Michael Xie,54,United States,Los Altos Hills,Cybersecurity,United States,Unknown,M,1969-02-20,Xie,Michael,Unknown,California,West,1969,2,20,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
818,3500,Logistics,Yang Shaopeng,65,China,Qingdao,Shipping,China,Unknown,M,1958-01-01,Yang,Shaopeng,Unknown,No subdivisions info,No subdivisions info,1958,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
818,3500,Fashion & Retail,Nicoletta Zampillo,65,Monaco,Monaco,Eyeglasses,Italy,Unknown,F,1958-03-28,Zampillo,Nicoletta,Unknown,No subdivisions info,No subdivisions info,1958,3,28,No CPI info,No CPI info,7184844193,67.0,102.6,85.9,14.2,46.2,38964,43.7384176,7.4246158,Europe
818,3500,Manufacturing,Barry Zekelman,56,Canada,Windsor,Steel,Canada,Unknown,M,1967-01-03,Zekelman,Barry,Unknown,No subdivisions info,No subdivisions info,1967,1,3,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,North America
852,3400,Finance & Investments,William Ackman,56,United States,New York,Hedge funds,United States,"Pershing Square Capital Management, L.P.",M,1966-05-11,Ackman,William,"Founder, CEO",New York,Northeast,1966,5,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
852,3400,Energy,Somphote Ahunai,55,Thailand,Bangkok,Renewable energy,Thailand,Unknown,M,1967-06-01,Ahunai,Somphote,Unknown,No subdivisions info,No subdivisions info,1967,6,1,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
852,3400,Metals & Mining,Igor Altushkin,52,Russia,Yekaterinburg,Metals,Russia,Unknown,M,1970-09-10,Altushkin,Igor,Unknown,No subdivisions info,No subdivisions info,1970,9,10,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
852,3400,Food & Beverage,Ramon Ang,69,Philippines,Manila,Diversified,Philippines,Unknown,M,1954-01-14,Ang,Ramon,Unknown,No subdivisions info,No subdivisions info,1954,1,14,129.61,2.5,376795508680,35.5,107.5,71.1,14.0,43.1,108116615,12.879721,121.774017,Asia
852,3400,Food & Beverage,Acharya Balkrishna,50,India,Haridwar,Consumer goods,India,Unknown,M,1972-07-25,Balkrishna,Acharya,Unknown,No subdivisions info,No subdivisions info,1972,7,25,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
852,3400,Manufacturing,Markus Blocher,52,Switzerland,Wilen bei Wollerau,Chemicals,Switzerland,Unknown,M,1971-01-01,Blocher,Markus,Unknown,No subdivisions info,No subdivisions info,1971,1,1,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
852,3400,Diversified,Richard Branson,72,British Virgin Islands,Necker Island,Virgin,United Kingdom,Unknown,M,1950-07-18,Branson,Richard,Unknown,No subdivisions info,No subdivisions info,1950,7,18,No CPI info,No CPI info,1120000000,88.2,101.8,74.5,9.6,36.6,31122,18.420695,-64.639968,North America
852,3400,Finance & Investments,Cho Jung-ho,64,South Korea,Seoul,Finance,South Korea,Meritz Financial Group,M,1958-10-05,Cho,Jung-ho,Unknown,No subdivisions info,No subdivisions info,1958,10,5,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Asia
852,3400,Food & Beverage,Alessandra Garavoglia,63,Italy,Milan,Spirits,Italy,Unknown,F,1960-02-06,Garavoglia,Alessandra,Unknown,No subdivisions info,No subdivisions info,1960,2,6,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
852,3400,Fashion & Retail,Laurence Graff & family,84,Switzerland,Gstaad,Diamond jewelry,United Kingdom,Unknown,M,1938-06-13,Graff,Laurence,Unknown,No subdivisions info,No subdivisions info,1938,6,13,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
852,3400,Media & Entertainment,"Amos Hostetter, Jr.",86,United States,Boston,Cable television,United States,Pilot House Associates,M,1937-01-12,Hostetter,Amos,Chair,Massachusetts,Northeast,1937,1,12,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
852,3400,Sports,Robert Johnson,75,United States,Palm Beach,"Johnson & Johnson, sports",United States,Unknown,M,1947-04-12,Johnson,Robert ,Unknown,Florida,South,1947,4,12,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
852,3400,Finance & Investments,Steven Klinsky,66,United States,New York,Investments,United States,New Mountain Capital,M,1956-05-30,Klinsky,Steven,Founder & CEO,New York,Northeast,1956,5,30,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
852,3400,Fashion & Retail,William Lauder,62,United States,New York,Estee Lauder,United States,Unknown,M,1960-04-11,Lauder,William,Unknown,New York,Northeast,1960,4,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
852,3400,Food & Beverage,John Middleton,68,United States,Bryn Mawr,Tobacco,United States,Unknown,M,1955-03-02,Middleton,John,Unknown,Pennsylvania,Northeast,1955,3,2,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
852,3400,Fashion & Retail,Hiroshi Mikitani,58,Japan,Tokyo,Online retail,Japan,Unknown,M,1965-03-11,Mikitani,Hiroshi,Unknown,No subdivisions info,No subdivisions info,1965,3,11,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
852,3400,Technology,Bob Parsons,72,United States,Scottsdale,Web hosting,United States,Unknown,M,1950-11-27,Parsons,Bob,Unknown,Arizona,West,1950,11,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
852,3400,Finance & Investments,J. Joe Ricketts & family,81,United States,Little Jackson Hole,TD Ameritrade,United States,Unknown,M,1941-07-16,Ricketts,J. Joe,Unknown,Wyoming,South,1941,7,16,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
852,3400,Real Estate,Herb Simon,88,United States,Indianapolis,Real estate,United States,Simon Property Group,M,1934-10-23,Simon,Herb,"Chairman Emeritus of the Board of Simon Property Group, Inc.",Indiana,Midwest,1934,10,23,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
852,3400,Healthcare,Leena Tewari,65,India,Mumbai,Pharmaceuticals,India,Unknown,F,1957-09-03,Tewari,Leena,Unknown,No subdivisions info,No subdivisions info,1957,9,3,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
852,3400,Media & Entertainment,Stefan von Holtzbrinck,59,Germany,Stuttgart,Publishing,Germany,Unknown,M,1963-05-15,von Holtzbrinck,Stefan,Unknown,No subdivisions info,No subdivisions info,1963,5,15,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
852,3400,Food & Beverage,Hans Peter Wild,81,Switzerland,Zug,Flavorings,Switzerland,Unknown,M,1941-06-16,Wild,Hans Peter,Unknown,No subdivisions info,No subdivisions info,1941,6,16,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
852,3400,Healthcare,Wu Guanjiang & family,54,China,Chongqing,Pharmaceuticals,China,Unknown,M,1968-12-21,Wu,Guanjiang,Unknown,No subdivisions info,No subdivisions info,1968,12,21,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
852,3400,Technology,Yi Zheng,52,China,Hangzhou,Software,China,Unknown,M,1970-10-15,Yi,Zheng,Unknown,No subdivisions info,No subdivisions info,1970,10,15,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
852,3400,Technology,Eric Yuan & family,53,United States,Santa Clara,Zoom Video Communications,United States,Zoom Video Communications,M,1970-02-20,Yuan,Eric,Founder and CEO,California,West,1970,2,20,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
852,3400,Media & Entertainment,Charles Zegar,75,United States,New York,Bloomberg LP,United States,Unknown,M,1948-02-29,Zegar,Charles,Unknown,New York,Northeast,1948,2,29,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
878,3300,Construction & Engineering,Mohed Altrad,75,France,Montpellier,"Scaffolding, cement mixers",France,Unknown,M,1948-03-09,Altrad,Mohed,Unknown,No subdivisions info,No subdivisions info,1948,3,9,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,Europe
878,3300,Finance & Investments,John Arnold,49,United States,Houston,Hedge funds,United States,Centaurus Advisors,M,1974-03-09,Arnold,John,Founder,Texas,South,1974,3,9,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
878,3300,Manufacturing,Bill Austin,81,United States,Brownsville,Hearing aids,United States,Unknown,M,1942-02-25,Austin,Bill,Unknown,Texas,South,1942,2,25,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
878,3300,Manufacturing,Chen Shibin,56,China,Lianyungang,Quartz products,China,Unknown,M,1966-11-01,Chen,Shibin,Unknown,No subdivisions info,No subdivisions info,1966,11,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
878,3300,Food & Beverage,Bennett Dorrance,77,United States,Paradise Valley,Campbell Soup,United States,Unknown,M,1946-02-09,Dorrance,Bennett,Unknown,Arizona,West,1946,2,9,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
878,3300,Food & Beverage,Walter Faria,68,Brazil,Rio de Janeiro,Beer,Brazil,Unknown,M,1955-04-01,Faria,Walter,Unknown,No subdivisions info,No subdivisions info,1955,4,1,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
878,3300,Automotive,Walter Frey,79,Switzerland,Küsnacht,Car dealerships,Switzerland,Unknown,M,1943-07-30,Frey,Walter,Unknown,No subdivisions info,No subdivisions info,1943,7,30,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
878,3300,Technology,Fu Liquan & family,55,China,Hangzhou,Surveillance equipment,China,Unknown,M,1967-08-01,Fu,Liquan,Unknown,No subdivisions info,No subdivisions info,1967,8,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
878,3300,Real Estate,John Gandel,88,Australia,Melbourne,Shopping malls,Australia,Unknown,M,1934-08-13,Gandel,John,Unknown,No subdivisions info,No subdivisions info,1934,8,13,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
878,3300,Construction & Engineering,Peter Gilgan,72,Canada,Oakville,Homebuilding,Canada,Mattamy Group Corp.,M,1951-01-01,Gilgan,Peter,"Founder, CEO and Chairman",No subdivisions info,No subdivisions info,1951,1,1,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,North America
878,3300,Diversified,Kwek Leng Beng,82,Singapore,Singapore,Diversified,Singapore,Unknown,M,1941-01-01,Kwek,Leng Beng,Unknown,No subdivisions info,No subdivisions info,1941,1,1,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,Asia
878,3300,Finance & Investments,Pablo Legorreta,59,United States,Sag Harbor,Investments,United States,Unknown,M,1963-10-30,Legorreta,Pablo,Unknown,New York,Northeast,1963,10,30,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
878,3300,Media & Entertainment,Arnon Milchan,78,Israel,Tel Aviv,Movie making,Israel,Unknown,M,1944-12-06,Milchan,Arnon,Unknown,No subdivisions info,No subdivisions info,1944,12,6,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
878,3300,Fashion & Retail,Akio Nitori,79,Japan,Hokkaido,Home furnishings,Japan,Unknown,M,1944-03-05,Nitori,Akio,Unknown,No subdivisions info,No subdivisions info,1944,3,5,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
878,3300,Metals & Mining,Julio Ponce Lerou,77,Chile,Santiago,Fertilizer,Chile,Unknown,M,1945-11-13,Ponce Lerou,Julio,Unknown,No subdivisions info,No subdivisions info,1945,11,13,131.91,2.6,282318159745,88.5,101.4,80.0,18.2,34.0,18952038,-35.675147,-71.542969,South America
878,3300,Finance & Investments,Rodger Riney & family,77,United States,St. Louis,Discount brokerage,United States,"Scottrade, Inc.",M,1946-01-01,Riney,Rodger,Cofounder,Missouri,Midwest,1946,1,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
878,3300,Diversified,Phil Ruffin,88,United States,Las Vegas,"Casinos, real estate",United States,Unknown,M,1935-03-17,Ruffin,Phil,Unknown,Nevada,West,1935,3,17,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
878,3300,Telecom,Naguib Sawiris,68,Egypt,Cairo,Telecom,Egypt,Unknown,M,1954-06-15,Sawiris,Naguib,Unknown,No subdivisions info,No subdivisions info,1954,6,15,288.57,9.2,303175127598,35.2,106.3,71.8,12.5,44.4,100388073,26.820553,30.802498,Africa
878,3300,Finance & Investments,Neil Shen,55,China,Hong Kong,Venture capital,Hong Kong,Sequoia China,M,1967-12-16,Shen,Neil,Investor,No subdivisions info,No subdivisions info,1967,12,16,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
878,3300,Technology,Gil Shwed,54,Israel,Tel Aviv,Software,Israel,Unknown,M,1968-06-12,Shwed,Gil,Unknown,No subdivisions info,No subdivisions info,1968,6,12,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
878,3300,Finance & Investments,Stephen Smith,71,Canada,Toronto,Finance and investments,Canada,Unknown,M,1951-06-02,Smith,Stephen,Unknown,No subdivisions info,No subdivisions info,1951,6,2,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,North America
878,3300,Finance & Investments,Nik Storonsky,38,United Kingdom,London,Fintech,United Kingdom,Unknown,M,1984-07-21,Storonsky,Nik,Unknown,No subdivisions info,No subdivisions info,1984,7,21,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
878,3300,Finance & Investments,Jeffrey Talpins,48,United States,Larchmont,Hedge fund,United States,Element Capital Management,M,1975-03-06,Talpins,Jeffrey,Founder,New York,Northeast,1975,3,6,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
878,3300,Finance & Investments,Carl Thoma,74,United States,Dallas,Investments,United States,Unknown,M,1948-10-12,Thoma,Carl,Investor,Texas,South,1948,10,12,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
878,3300,Manufacturing,Todd Wanek,59,United States,St. Petersburg,Furniture,United States,Unknown,M,1964-03-16,Wanek,Todd,Unknown,Florida,South,1964,3,16,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
878,3300,Fashion & Retail,Takao Yasuda,73,Singapore,Singapore,Retail,Japan,Unknown,M,1949-05-07,Yasuda,Takao,Unknown,No subdivisions info,No subdivisions info,1949,5,7,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,Asia
905,3200,Fashion & Retail,Giuliana Benetton,85,Italy,Treviso,"Fashion retail, investments",Italy,Unknown,F,1937-07-08,Benetton,Giuliana,Unknown,No subdivisions info,No subdivisions info,1937,7,8,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
905,3200,Fashion & Retail,Luciano Benetton,87,Italy,Ponzano Veneto,"Fashion retail, investments",Italy,Unknown,M,1935-05-13,Benetton,Luciano,Unknown,No subdivisions info,No subdivisions info,1935,5,13,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
905,3200,Manufacturing,Arun Bharat Ram,82,India,Delhi,Chemicals,India,Unknown,M,1940-11-15,Bharat Ram,Arun,Unknown,No subdivisions info,No subdivisions info,1940,11,15,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
905,3200,Finance & Investments,Ron Burkle,70,United Kingdom,London,"Supermarkets, investments",United States,"The Yucaipa Companies, LLC",M,1952-11-12,Burkle,Ron,Investor,No subdivisions info,No subdivisions info,1952,11,12,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
905,3200,Manufacturing,Chen Kaixuan,64,China,Guangzhou,Household chemicals,China,Unknown,M,1958-05-01,Chen,Kaixuan,Unknown,No subdivisions info,No subdivisions info,1958,5,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
905,3200,Fashion & Retail,Brunello Cucinelli & family,69,Italy,Solomeo,Fashion,Italy,Unknown,M,1953-09-03,Cucinelli,Brunello,Unknown,No subdivisions info,No subdivisions info,1953,9,3,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
905,3200,Manufacturing,Antonio Del Valle Ruiz & family,84,Mexico,Mexico City,Chemicals,Mexico,Unknown,M,1938-08-13,Del Valle Ruiz,Antonio,Unknown,No subdivisions info,No subdivisions info,1938,8,13,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024,23.634501,-102.552784,North America
905,3200,Healthcare,Gustavo Denegri & family,86,Italy,torino,Biotech,Italy,Unknown,M,1937-03-17,Denegri,Gustavo,Unknown,No subdivisions info,No subdivisions info,1937,3,17,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
905,3200,Media & Entertainment,Charles Ergen,70,United States,Denver,Satellite TV,United States,DISH Network,M,1953-03-01,Ergen,Charles,Founder and Chairman,Colorado,West,1953,3,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
905,3200,Technology,David Filo,56,United States,Palo Alto,Yahoo,United States,Yahoo!,M,1966-04-15,Filo,David,Chief Yahoo,California,West,1966,4,15,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
905,3200,Logistics,Lindsay Fox,85,Australia,Melbourne,"Logistics, real estate",Australia,Unknown,M,1937-04-19,Fox,Lindsay,Unknown,No subdivisions info,No subdivisions info,1937,4,19,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
905,3200,Fashion & Retail,Sergei Galitsky,55,Russia,Krasnodar,Retail,Russia,Unknown,M,1967-08-14,Galitsky,Sergei,Unknown,No subdivisions info,No subdivisions info,1967,8,14,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
905,3200,Technology,Senapathy Gopalakrishnan,67,India,Bangalore,Software services,India,Unknown,M,1955-04-05,Gopalakrishnan,Senapathy,Unknown,No subdivisions info,No subdivisions info,1955,4,5,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
905,3200,Fashion & Retail,Luciano Hang,60,Brazil,Brusque,Department stores,Brazil,Unknown,M,1962-10-11,Hang,Luciano,Unknown,No subdivisions info,No subdivisions info,1962,10,11,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
905,3200,Finance & Investments,Michael Hintze,69,United Kingdom,London,Investment,Australia,CQS LLP,M,1953-07-27,Hintze,Michael,Founder,No subdivisions info,No subdivisions info,1953,7,27,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
